,company,country,description,location,review,salary,star,title
8,Clemenger Group,Australia,"Experience with email marketing platforms such as dotmailer, ExactTarget, Salesforce Marketing Cloud and/or Campaign Monitor....",Melbourne VIC,2,"$50,000 a year",54.0,Front End Developer
9,Salesforce,Australia,Support of regional and global Service Cloud Initiatives and projects to improve field sales enablement and the Service Cloud product offering such as;...,Melbourne VIC,270,None,52.8,Field Service Lead Solution Engineer
0,PwC,Australia,Responsible for designing and implementing enterprise solutions as well as DC/backbone and cloud network interconnectivity solutions....,Melbourne VIC,4494,None,51.0,Network Engineer - Network Operations
1,Sirius Technology Melbourne,Australia,We are looking for somebody who has professional experience in developing web based or cloud applications and would love to be involved in end-to-end...,Melbourne VIC,None,"$80,000 - $100,000 a year",None,PHP (Laravel) Developer
2,Empired,Australia,"Experience with the Microsoft Azure cloud platform and cloud data applications (Data Factory, Azure SQL DB/DW, Data Lake) an advantage....",Melbourne VIC,None,None,None,Senior Microsoft Data Intelligence Consultant
3,The PAS Group,Australia,Applicants with working knowledge of Salesforce Commerce Cloud e-commerce platform would be considered favourably;...,Melbourne VIC,None,None,None,E-commerce Merchandise Coordinator
4,Wipro LTD,Australia,"Deep technical understanding of software development, with experience in the consultation, build and execution of roadmaps for the re-architecting of large,...",Melbourne VIC,8657,None,43.8,Consultant - IT Environment Management
5,Evolution Recruitment Solutions,Australia,"Deliver projects such as Security ISO Certification, Stress Test Environments to rolling out new Cloud Services....",Melbourne VIC,2,None,51.0,Senior Systems Administrator
6,AKQA,Australia,"Understanding of Cloud and On Premise hosting topologies such as Azure and AWS. As a Technical Lead with extensive Sitecore experience, you will guide the...",Melbourne VIC,14,None,43.2,AKQA - .Net Technical Lead (Sitecore)
7,Kronos Incorporated,Australia,Kronos is a global provider of workforce management and human capital management cloud solutions. Proven success in project management through the delivery of...,Melbourne VIC,130,None,43.8,Project Manager III
8,NEC Australia,Australia,"Familiarity with public cloud architecture. The Technical Delivery Manager – Cloud, will manage the operational teams responsible for delivering NEC’s cloud...",Melbourne VIC,13,None,43.8,Technical Delivery Manager - Cloud
9,Deloitte,Australia,"DBA skills), basics of cloud computing, batch scripting and mathematical programming. Are you interested in leveraging a range of analytical tools to turn data...",Melbourne VIC,5341,None,51.0,Analytics Senior Consultant
0,Melbourne IT Group,Australia,Joining our Enterprise Services team and reporting to the Principal Cloud Architect you will be a senior architect with experience in digital transformation and...,Melbourne VIC,None,None,None,Pre-Sales Solution Architect
1,Google,Australia,When leading companies choose Google Cloud it's a huge win for spreading the power of cloud computing globally....,Melbourne VIC,1790,None,52.8,"Pre-Sales Solutions Architect, Google Cloud"
2,Avanade,Australia,"Avanade is the leading provider of innovative digital and cloud services, business solutions and design-led experiences delivered through the power of people...",Melbourne VIC,118,None,43.8,Business Analyst Consultant - Melbourne
3,DELL,Australia,They must have strong understanding private cloud and business applications within the enterprise customer market. Why Work at Dell?...,Melbourne VIC,5905,None,51.0,Sr vArchitect
4,Kloud Solutions,Australia,Want to join Microsoft’s Global Cloud Productivity Partner of 2015? We pride ourselves on providing customers with a holistic approach to optimising IT...,Melbourne VIC,None,None,None,VIC - Infrastructure Consultant
5,KPMG,Australia,"Experience in Information security in cloud environments, risk profiling and governance,. We provide an agile work environment and a career that flexes to your...",Melbourne VIC,3632,None,51.0,Manager
6,Chandler Macleod,Australia,Experience with Cloud based Identity Access Management service Provisioning. Melbourne based 6-month contract....,Melbourne VIC,66,None,43.2,IDAM Solution Architect (SailPoint)
7,Robert Half Australia,Australia,"Ability to design IT solutions across a wide range of technologies covering Infrastructure, Cloud, Digital with a focus on Applications background....",Melbourne VIC,5416,None,44.4,Enterprise Architect | CBD Location | 6 Months +
8,en world,Australia,3+ years of hands-on experience in virtualisation or cloud networking solutions (e.g. Annual Total Compensation:....,Melbourne VIC,None,None,None,NFV Architect
9,AGL Energy,Australia,About the Role The Application Security Developer is responsible (as part of a team) for security across the entire software development life cycle. This...,Melbourne City Centre VIC,44,None,44.4,Application Security Specialist
0,IBM,Australia,"Machine learning, deep learning, natural language processing, image and video analytics, cloud computing, data analytics and visualisation, and/or mobile...",Melbourne VIC,18085,None,51.0,IBM Research Australia IoT Control & Optimization Intern Melb
3,Avanade,Australia,"Have a broad and strategic understanding of modern architectures, cloud, modern integration, data and analytics, and modern IT operating models....",Melbourne VIC,118,None,43.8,"Consultant, CIO Advisory"
5,Michael Page,Australia,"Extensive experience with cloud services. You're qualified and experienced in all things cloud. Developing upon, implementing and maintaining various cloud...",Melbourne City Centre VIC,157,None,42.0,Cloud Engineer
6,Michael Page,Australia,Cloud SaaS IaaS & PaaS:. Service provider or enterprise experience on cloud migration. Service provider or enterprise experience on cloud migration What's on...,Melbourne VIC,157,"$120,000 - $140,000 a year",42.0,Consulting Architect (IT Infrastructure)
9,Accenture,Australia,Join Accenture and help transform leading organisations and communities around the world. The sheer scale of our capabilities and client engagements and the...,Melbourne VIC,11394,None,51.0,Financial Services - Technology Advisory - Robotics/AI - Consultants
0,OpenText,Australia,"Our team is provided with C-level access at some of the largest companies in the world and excels at selling solutions that are sophisticated, secure, high...",Melbourne VIC,137,None,42.0,Senior Solution Consultant
1,Optus,Australia,"Ensyst is now a key pillar in the Optus Cloud strategy, specifically in relation to the strategic Microsoft investments of the Optus Managed Cloud – Microsoft....",Melbourne VIC,117,None,44.4,Service Desk Manager
3,Kogan,Australia,"React, Webpack, Javascript, Redux, Flux, Developer, Engineer, Web Design, Python, Django, Backbone, Angular JS, Ember JS, Redis, Postgresql, Celery, RabbitMQ,...",Melbourne VIC,None,None,None,"Python, Django, React Developers & Engineers"
4,Avanade,Australia,"About the role Business analysis teams gather and analyze client needs, using technology to connect a client’s business to the right Avanade solutions and...",Melbourne VIC,118,None,43.8,"Graduate, Business Analysis"
6,Vlocity,Australia,Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business processes to the cloud....,Melbourne VIC,None,None,None,Delivery Manager
9,Thermo Fisher Scientific,Australia,"Proficient with Adobe Creative Cloud (Photoshop, InDesign, Illustrator, Acrobat). We have a fantastic opportunity for a junior graphic designer to design...",Scoresby VIC,1441,None,42.6,Junior Graphic Designer
0,Shelde,Australia,"We are finding that as our customers move into the Cloud for production, security is often an after-thought and not done properly....",Melbourne VIC,None,None,None,DevSecOps
1,Vision Australia,Australia,Kooyong Melbourne Location Temporary Full-Time Position Leading Not For Profit Organisation Flexible Working Arrangements & Generous Salary Packaging...,Kooyong VIC,15,None,43.2,Applications Trainer
2,Culture Amp,Australia,An understanding of the cloud infrastructure required to power a data pipeline. Culture Amp is the world’s leading people analytics platform....,Melbourne VIC,None,None,None,Data Engineer
3,Servian,Australia,"Cloud Services - AWS, Azure, Google Cloud Platform. Any experience with cloud such as AWS, Google Cloud Platform or Azure is highly desirable but not mandatory....",Melbourne VIC,None,None,None,Data Engineer
4,Origin Energy,Australia,"Scripting experience using Cloud Formation, Ansible, Docker, Puppet, etc. Developing standardised practices for delivering new products and capabilities using...",Melbourne VIC,132,None,44.4,Data Engineer
5,Google,Australia,"5 years of relevant work experience and 3 years of experience building cloud solutions in designing or developing with cloud solutions such as AWS, Azure and...",Melbourne VIC,1790,None,52.8,"Cloud Consultant, Big Data and Analytics, Cloud Professional Services"
6,Peoplebank,Australia,This will require someone with extensive cloud experience. We are looking for multiple Cloud Engineers to be a part of a critical team....,Melbourne City Centre VIC,2,None,54.0,Cloud Engineer | Azure
7,Thomson Reuters,Australia,This opportunity will see you liaising with our customers and internal stakeholders to assist in migrating customers from legacy systems to our new cloud...,Melbourne VIC,2455,None,51.0,Support Analyst
8,Target Australia Pty Ltd,Australia,"Experience working in an environment where middleware has integrated data which has been on premise, in the cloud or a combination of the two....",Geelong VIC,285,None,44.4,Technical Lead - Integration & BI
9,Huxley IT,Australia,"Deep technical understanding of software development, with experience in the build and execution of road maps for the re-architecting of large, highly complex...",Melbourne City Centre VIC,None,None,None,DevOps Engineer contract roles
