,company,country,description,location,review,salary,star,title
10,Parkway Shenton Pte Ltd,Singapore,"This entails product ideation, roadmap planning, market research, marketing, pricing, operations and processes optimization and business intelligence....",Singapore,None,None,None,"Assistant Manager/ Manager, Product"
11,Talend,Singapore,Experienced in Data Warehousing and Business Intelligence. Identifying business issues and relating them to Talend capabilities....,Singapore,5,None,52.2,Solution Engineer (Sales Engineer) - ASEAN
12,SearchElect,Singapore,"Sales, Business Development. Sales Director, Business Development, Security. Act as a representative at trade events and exhibitions, to raise the company...",Singapore,None,None,None,Sales Director - Singapore - Enterprise
3,Michael Page,Singapore,"Ensure that the suite of existing and future proposed global business systems (ERP, CRM, IT Service, Business Intelligence, Document Management, Intranet and...",Singapore,157,None,42.0,Group IT Business Systems Manager
4,ACI HR Solutions,Singapore,Strong market intelligence and local knowledge. Strong analytical skills to understand and respond to key business indicators and competitive trends....,Singapore,None,None,None,F&B Business Development Manager
5,Ethos BC Global,Singapore,"Prepare intelligence reports on market information, pricing and products. Adhere to all company policies, procedures and business ethics codes....",Singapore,None,None,None,"Business Development Manager, Malaysia"
6,Robert Walters,Singapore,"Four to six years' relevant experience in data science, business analytics, data warehousing, business intelligence or accountancy....",Singapore,33,None,43.8,Senior IT Auditor
3,Michael Page,Singapore,Provide business analytics and market business intelligence aimed to unlock the potential growth of the distributor and the organization....,Singapore,157,None,42.0,Regional Sales Executive (Surgical)
4,The Supreme HR Advisory Pte Ltd,Singapore,Business & Customer Development. Perform market research to develop market intelligence data base and pricing. Monitor and follow up on tele calls made by CS on...,Jurong East,None,"$2,000 - $4,000 a month",None,Sales Executive [Freight Forwarding]
6,Qinnox,Singapore,"Negotiating with counterparties as required by the business proposal teams. Possess strong linguistic ability, emotional intelligence and good people engagement...",Singapore,None,None,None,Snr Legal Counsel (6 months contract)
7,Quinnox Solutions,Singapore,"Negotiating with counterparties as required by the business proposal teams. Possess strong linguistic ability, emotional intelligence and good people engagement...",Singapore,None,None,None,Snr Legal Counsel (6 months contract)
8,HeadHunt,Singapore,"Proven technical management experience and success (especially managing pre-sales engineers) in a related software technology (applications, database, search,...",Singapore,None,None,None,"Director, Sales Engineering APAC - MarkLogic"
9,Career Hub,Singapore,Handle market intelligence gathering. Providing business development support to distributors in Asia Pacific region....,Central Singapore,None,None,None,Business Development Manager
11,Hays,Singapore,Identify cloud ecosystem components across a variety of vendors that align with business objectives and meet technical design requirements....,Singapore,466,None,42.6,Artificial Intelligence Delivery Lead
12,Staffhub LLP,Singapore,Maintain business intelligence database. Support Overseas Business Development activities. Prepare mid­year and annual review of Business Development Unit and...,Serangoon,None,None,None,"Business Development, Assistant Vice President"
3,Accenture,Singapore,"Manufacturing Integration & Intelligence (MII). Based on deep collaboration and understanding of client needs, we deliver solutions that help clients measure,...",Singapore,11394,None,51.0,SAP Supply Chain Management Consultants (SAPCONSULT)
5,Career Hub,Singapore,Assist management in managing client relationship and business development activities. Gather market intelligence on competitor product strategy carry out...,West Singapore,None,None,None,Sales Representative
6,ULTIMATE ASSET ASIA PACIFIC,Singapore,You will be the Technical point of contact during the Pre and Post Sales lifecycle of the business. A leading Audience Data & Brand Intelligence platform is...,Singapore,None,"$11,000 - $13,000 a month",None,Adtech Sales Engineer
7,Spring Professional (Singapore) Pte. Ltd.,Singapore,"Proven track record in managing business application systems, including but not limited to ERP, Warehouse management system, Business Intelligence, POS....",Singapore,None,None,None,FMCG - IT MANAGER (INFRA)
11,Career Hub,Singapore,"Conduct marketplace intelligence and research. Strong in multiple account sales, situations assessment and market / competitive assessment, services and...",West Singapore,None,None,None,Sales Executive
3,Morgan McKinley,Singapore,Functional understanding of business intelligence technology. IBDM Business Data Dictionary. Review and validate existing and new business and functional...,Singapore,10,None,42.0,International Business Data Management (IBDM) Senior Manager
4,Career Hub,Singapore,"Diploma/Degree holder in Marketing, Business or similar. Collect market and customer intelligences research and movements during daily activities for the...",Central Singapore,None,None,None,Sales & Marketing Executive
5,AppDynamics,Singapore,"AppDynamics is the Application Intelligence company. You want to solve real business problems, not shift some license keys....",Singapore,9,None,43.2,Enterprise Sales Representative - Singapore
6,Meteorite Informatics Pte Ltd,Singapore,"6 Months ContractDescriptionÃ¢ÂÂ¢3+ years of experience as SAP BO Consultant.Ã¢ÂÂ¢Experience in creation of SAP Business Object, object not limited to...",Singapore,None,None,None,Position as SAP BO Consultant - Singapore
7,Singapore Tourism Board,Singapore,"Perform data mining using SPSS and other business intelligence tools, data checks, data cleaning, pre-processing and in-depth analysis to extract and integrate...",Singapore,14,None,43.8,"Contract Manager, Analytics & Insights"
8,Kerry Consulting,Singapore,"You will lead a team of Analysts, providing commercial support to multiple business units. Additionally, you are mandated to establish a Regional COE (Centre of...",Singapore,None,None,None,FP&A Manager - Industrial Manufacturing
9,Standard Chartered Bank,Singapore,"We are looking for a self driven analyst to support the head of strategy and business planning under the Corporate & Institutional Banking, Cash & Trade...",Singapore,1801,None,51.6,"Senior Manager, Business & Strategy Management ITO Trade & Cash"
10,SYSTEMS ON SILICON MANUFACTURING COMPANY SSMC,Singapore,Business Intelligence Soft skills and knowledge:. Proficient Microsoft business applications. Develop IE related reports system through automation and maintain...,Singapore,24,None,41.4,IE & Planning Principal Engineer/ Senior Engineer/ Engineer
11,Accenture,Singapore,Articulate a business outcome. Develop and promote business Basic Qualifications:. Maintain a keen understanding of marketplace intelligence....,Singapore,11394,None,51.0,Procurement Solutions Architect Senior Manager
12,S&P Global,Singapore,Interpret key market data elements into useful business information. You make better informed trading and business decisions with confidence....,Singapore,36,None,43.8,"Senior Research Analyst, Metals (S&P Global Platts)"
